Round,Train Loss,Test Loss,Train Accuracy,Test Accuracy
0,2.3070694287618,2.3067035555839537,0.09677083333333333,0.09916666666666667
1,2.305181987086932,2.30465230345726,0.11695833333333333,0.11875
2,2.3050699189305304,2.305063408613205,0.0980625,0.09966666666666667
3,2.3050699641307193,2.305063408613205,0.0980625,0.09966666666666667
4,2.3020396421353024,2.3018868625164033,0.1023125,0.10466666666666667
5,2.3020396302143733,2.3018868625164033,0.1023125,0.10466666666666667
6,2.299097418785095,2.2989760279655456,0.10877083333333333,0.10866666666666666
7,2.298489441474279,2.2990078747272493,0.09941666666666667,0.10016666666666667
8,2.302405912677447,2.3026997625827788,0.097125,0.0985
9,2.3134291991591454,2.3139651298522947,0.123375,0.12566666666666668
10,2.3080244193474453,2.3080304145812987,0.13060416666666666,0.1315
11,2.308024463057518,2.3080304145812987,0.13060416666666666,0.1315
12,2.3079912975430488,2.310042607784271,0.1111875,0.11275
13,2.294123945136865,2.2963255643844604,0.1096875,0.11308333333333333
14,2.297597721715768,2.300158900022507,0.18083333333333335,0.17908333333333334
15,2.304207238058249,2.305540156364441,0.17716666666666667,0.17433333333333334
16,2.302285238603751,2.3046643316745756,0.1265,0.12116666666666667
17,2.3029358218113583,2.3049068808555604,0.12683333333333333,0.12433333333333334
18,2.291714509824912,2.293123596906662,0.09535416666666667,0.09616666666666666
19,2.297209299604098,2.300041365623474,0.12572916666666667,0.12666666666666668
20,2.297209464510282,2.300041365623474,0.12572916666666667,0.12666666666666668
21,2.2939570218324663,2.298192858695984,0.14654166666666665,0.14133333333333334
22,2.3586667040983835,2.360452580451965,0.1139375,0.10391666666666667
23,2.3586666454871494,2.360452580451965,0.1139375,0.10391666666666667
24,2.373049802084764,2.3740359783172607,0.106,0.10441666666666667
25,2.360054675241311,2.358855110406876,0.07839583333333333,0.07883333333333334
26,2.346295788884163,2.34285991191864,0.08152083333333333,0.08033333333333334
27,2.3462958042820294,2.34285991191864,0.08154166666666667,0.08033333333333334
28,2.300765518844128,2.2989173591136933,0.09058333333333334,0.09075
29,2.286535089214643,2.2828019320964814,0.09679166666666666,0.10025
30,2.2749720732371013,2.2714139342308046,0.106375,0.10866666666666666
31,2.274971758325895,2.2714139342308046,0.10639583333333333,0.10866666666666666
32,2.2536476507782934,2.2519074082374573,0.12635416666666666,0.12633333333333333
33,2.2787408312161763,2.2750785529613493,0.11822916666666666,0.12091666666666667
34,2.310988520085812,2.3079218447208403,0.08975,0.09191666666666666
35,2.3043965419133503,2.3014007031917574,0.12766666666666668,0.13075
36,2.293879361450672,2.2913547277450563,0.13925,0.14166666666666666
37,2.3250315502285956,2.32099067568779,0.15104166666666666,0.1585
38,2.2996256545186045,2.2991384506225585,0.15710416666666666,0.16225
39,2.3056454762816427,2.30162056684494,0.10925,0.114
40,2.3366277421514194,2.333635854721069,0.11533333333333333,0.12275
41,2.3366273338596026,2.333635854721069,0.11533333333333333,0.12275
42,2.336626961330573,2.333635854721069,0.11529166666666667,0.12275
43,2.33662784298261,2.333635854721069,0.1153125,0.12275
44,2.3274434650937716,2.3242420732975004,0.1178125,0.12341666666666666
45,2.387317237754663,2.3840288400650023,0.10729166666666666,0.11183333333333334
46,2.4184221734603244,2.4114749908447264,0.08570833333333333,0.09166666666666666
47,2.373410692314307,2.3683684885501863,0.06977083333333334,0.07208333333333333
48,2.373411101102829,2.3683684885501863,0.06972916666666666,0.07208333333333333
49,2.36923691680034,2.363427722454071,0.1165,0.11816666666666667
50,2.366243390242259,2.3608046889305117,0.12766666666666668,0.12675
51,2.405175810555617,2.4030028581619263,0.1514375,0.15191666666666667
52,2.4335168957710267,2.4231849312782288,0.11477083333333334,0.11783333333333333
53,2.417619993289312,2.407095181941986,0.10470833333333333,0.10708333333333334
54,2.4238441760341325,2.4112934529781342,0.10947916666666667,0.11075
55,2.3920667911569278,2.378987556695938,0.09920833333333333,0.09891666666666667
56,2.371211066842079,2.3689569354057314,0.12070833333333333,0.11883333333333333
57,2.3570911596218744,2.3503399968147276,0.13341666666666666,0.13333333333333333
58,2.3570913642644884,2.3503399968147276,0.13341666666666666,0.13333333333333333
59,2.3657623320817946,2.3568068563938143,0.123375,0.12883333333333333
60,2.373414305349191,2.366256922483444,0.120375,0.12283333333333334
61,2.3155631413062414,2.308399420976639,0.13645833333333332,0.13908333333333334
62,2.308204763631026,2.301158273220062,0.1588125,0.16025
63,2.3355643332004545,2.3258622586727142,0.15764583333333335,0.1605
64,2.3323966776331266,2.3190576672554015,0.169875,0.17008333333333334
65,2.342358308037122,2.3335669100284577,0.23095833333333332,0.23308333333333334
66,2.368719147145748,2.360787481069565,0.20335416666666667,0.2025
67,2.368718811372916,2.360787481069565,0.20335416666666667,0.2025
68,2.644390717645486,2.6399967968463898,0.139875,0.13891666666666666
69,2.5687635069092116,2.566365587711334,0.14045833333333332,0.13766666666666666
70,2.5988856861988703,2.5934719502925874,0.13425,0.13408333333333333
71,2.4818791409333545,2.4753045737743378,0.13210416666666666,0.13175
72,2.4540623128414154,2.44507172703743,0.12229166666666667,0.12291666666666666
73,2.3646010607481003,2.349842768907547,0.16483333333333333,0.17108333333333334
74,2.389011270304521,2.3741294860839846,0.159375,0.16325
75,2.3423349022865296,2.326447433233261,0.18102083333333333,0.18533333333333332
76,2.305000705520312,2.288820672035217,0.19633333333333333,0.20241666666666666
77,2.309045704702536,2.292027586698532,0.20422916666666666,0.21016666666666667
78,2.3150326112906137,2.304969000816345,0.20708333333333334,0.21108333333333335
79,2.3150325417518616,2.304969000816345,0.20708333333333334,0.21108333333333335
80,2.3590992371241253,2.344512861967087,0.21070833333333333,0.21375
81,2.40429378002882,2.39299858212471,0.2069375,0.21225
82,2.5364738379915557,2.5153729259967803,0.184125,0.1905
83,2.72013957798481,2.699960720539093,0.18120833333333333,0.18566666666666667
84,2.827113683025042,2.8061114609241486,0.15125,0.15708333333333332
85,2.827112247546514,2.8061114609241486,0.15127083333333333,0.15708333333333332
86,2.8271139025688172,2.8061114609241486,0.15127083333333333,0.15708333333333332
87,2.867109273870786,2.8520445108413695,0.1280625,0.13441666666666666
88,2.762000868221124,2.7523826956748962,0.148875,0.15383333333333332
89,2.913186208407084,2.899054318666458,0.12697916666666667,0.13408333333333333
90,3.0024222026268643,2.9966903150081636,0.15166666666666667,0.15308333333333332
91,3.003848164776961,2.994214415550232,0.14302083333333335,0.145
92,3.0038477485378583,2.994214415550232,0.14297916666666666,0.145
93,2.9517953311403593,2.940724605321884,0.1470625,0.15116666666666667
94,3.0397984012961388,3.021917200088501,0.17416666666666666,0.17458333333333334
95,3.0397965336839357,3.021917200088501,0.17414583333333333,0.17458333333333334
96,3.1489419465263686,3.142361181974411,0.18952083333333333,0.18991666666666668
97,3.163625863691171,3.162731921672821,0.17683333333333334,0.18175
98,3.0844573269287747,3.0862532913684846,0.16772916666666668,0.172
99,3.059342548251152,3.053967481851578,0.18658333333333332,0.18916666666666668
100,3.0593366141120595,3.053967481851578,0.1865625,0.18916666666666668
101,3.298762084543705,3.302264207601547,0.20914583333333334,0.20691666666666667
102,3.2436659251650175,3.253145879507065,0.20370833333333332,0.20541666666666666
103,3.2436668361226717,3.253145879507065,0.2036875,0.20541666666666666
104,3.040369649231434,3.0550161004066467,0.19989583333333333,0.20183333333333334
105,3.0403681923945745,3.0550161004066467,0.199875,0.20183333333333334
106,3.040369951725006,3.0550161004066467,0.19989583333333333,0.20183333333333334
107,3.00970325221618,3.021238553524017,0.1720625,0.1755
108,3.0097058276335398,3.021238553524017,0.1720625,0.1755
109,3.0097045878569286,3.021238553524017,0.1720625,0.1755
110,3.054165841639042,3.068474513292313,0.1993125,0.2005
111,3.054169451693694,3.068474513292313,0.19929166666666667,0.2005
112,3.054165383676688,3.068474513292313,0.1993125,0.2005
113,2.9892787684996924,2.9997403740882875,0.20766666666666667,0.21183333333333335
114,2.989278483390808,2.9997403740882875,0.207625,0.21183333333333335
115,2.9605287104845046,2.9732367753982545,0.22045833333333334,0.22191666666666668
116,2.993844726681709,3.0014450788497924,0.22389583333333332,0.22441666666666665
117,3.019362459083398,3.0249395966529846,0.21222916666666666,0.2145
118,3.002264555792014,3.01053346991539,0.21135416666666668,0.21325
119,3.4323613146940866,3.452606064081192,0.221875,0.21908333333333332
120,3.2293568044900893,3.251757115125656,0.2240625,0.22333333333333333
121,3.2011624738574027,3.218745917081833,0.2114375,0.21016666666666667
122,3.1108960544069606,3.1259763658046724,0.22339583333333332,0.22166666666666668
123,3.1556453347206115,3.175942528247833,0.23072916666666668,0.22816666666666666
124,3.4434808631738028,3.4628913164138795,0.24358333333333335,0.24666666666666667
125,3.4434807101885476,3.4628913164138795,0.24354166666666666,0.24666666666666667
126,3.4241276358564696,3.4555112063884734,0.23472916666666666,0.23141666666666666
127,3.2030114069581033,3.2234960556030274,0.23491666666666666,0.23208333333333334
128,3.2030165910720827,3.2234960556030274,0.23495833333333332,0.23208333333333334
129,3.123421975970268,3.1405576705932616,0.23577083333333335,0.23366666666666666
130,3.1234210948149363,3.1405576705932616,0.23585416666666667,0.23366666666666666
131,3.2700489749511084,3.279570496082306,0.176625,0.17733333333333334
132,3.367705663541953,3.3758103489875793,0.17333333333333334,0.17266666666666666
133,4.0707126220067344,4.078591597080231,0.13575,0.13116666666666665
134,4.070712849994501,4.078591597080231,0.13572916666666668,0.13116666666666665
135,4.450504327813785,4.455680179595947,0.13772916666666668,0.13341666666666666
136,4.450507792830467,4.455680179595947,0.13772916666666668,0.13341666666666666
137,4.450511090954145,4.455680179595947,0.13770833333333332,0.13341666666666666
138,3.7732192993164064,3.7658328235149385,0.18579166666666666,0.18316666666666667
139,3.7091009443004928,3.7032110035419463,0.193,0.19133333333333333
140,3.369718817373117,3.366837763786316,0.20708333333333334,0.20341666666666666
